Shape_Area,ADM2_ES,ADM2_PCODE,min_prec_2014_01,max_prec_2014_01,mean_prec_2014_01,std_prec_2014_01,min_prec_2014_02,max_prec_2014_02,mean_prec_2014_02,std_prec_2014_02,min_prec_2014_03,max_prec_2014_03,mean_prec_2014_03,std_prec_2014_03,min_prec_2014_04,max_prec_2014_04,mean_prec_2014_04,std_prec_2014_04,min_prec_2014_05,max_prec_2014_05,mean_prec_2014_05,std_prec_2014_05,min_prec_2014_06,max_prec_2014_06,mean_prec_2014_06,std_prec_2014_06,min_prec_2014_07,max_prec_2014_07,mean_prec_2014_07,std_prec_2014_07,min_prec_2014_08,max_prec_2014_08,mean_prec_2014_08,std_prec_2014_08,min_prec_2014_09,max_prec_2014_09,mean_prec_2014_09,std_prec_2014_09,min_prec_2014_10,max_prec_2014_10,mean_prec_2014_10,std_prec_2014_10,min_prec_2014_11,max_prec_2014_11,mean_prec_2014_11,std_prec_2014_11,min_prec_2014_12,max_prec_2014_12,mean_prec_2014_12,std_prec_2014_12,year
0.373121143959,Agua Prieta,MX26002,11.414,23.28,17.47,2.135,7.504,20.33,12.99,2.848,11.51,26.12,16.19,2.797,4.105,16.3,10.22,1.785,2.342,7.38,4.277,0.8506,3.783,10.43,5.96,1.59,89.6,149.4,110.8,8.59,69.5,96.56,84.2,5.418,45.9,76.0,57.47,6.812,4.293,16.39,7.77,2.41,8.24,26.27,14.84,3.89,22.89,42.62,30.75,3.502,2014
0.0886539556368,Agualeguas,MX19002,18.0,29.89,23.61,3.217,5.9,7.85,6.67,0.562,15.6,21.92,18.33,1.415,28.83,48.75,36.62,5.152,42.34,65.25,51.38,6.11,55.84,71.94,64.5,4.434,15.3,46.03,25.61,6.953,45.0,69.3,55.3,7.074,151.2,250.4,194.5,25.03,10.28,27.27,16.58,4.11,24.55,33.75,29.55,2.553,9.695,17.62,14.375,1.568,2014
0.102899646868,Aguascalientes,MX01001,8.19,12.82,9.94,1.027,2.41,8.77,5.168,1.473,2.877,8.63,3.83,0.9087,5.324,8.5,6.44,0.674,11.94,27.66,19.78,2.963,115.75,205.1,165.9,17.66,84.6,129.6,109.0,11.25,60.56,95.4,82.7,8.57,80.6,127.75,102.06,11.85,20.38,31.86,24.97,2.775,13.65,34.28,22.8,2.89,6.875,15.52,10.43,1.854,2014
0.119697152715,Aguililla,MX16002,8.62,15.25,10.64,1.6,0.6733,2.033,1.238,0.3843,2.879,3.9,3.572,0.2496,1.26,6.695,3.365,1.323,48.62,145.9,87.44,24.52,196.5,348.8,263.0,37.22,167.4,230.6,207.2,14.586,138.8,226.0,188.4,17.55,165.9,311.2,229.2,32.88,57.25,126.3,90.2,18.27,13.75,41.3,25.38,6.895,7.633,20.22,11.67,3.117,2014
0.310610227768,Ahome,MX25001,3.328,20.88,11.375,3.312,1.578,10.38,4.8,1.763,2.05,8.61,4.27,1.026,0.1285,3.328,1.117,0.5806,0.4565,4.535,1.807,0.943,2.553,10.93,4.7,1.47,30.5,139.9,76.9,20.84,53.1,166.0,97.3,20.5,75.6,177.8,108.6,24.0,6.22,22.33,13.266,2.82,5.844,21.25,13.31,3.236,2.582,46.6,26.73,8.1,2014
0.0438644787842,Ahuacatlán,MX18002,8.94,14.36,11.984,1.438,4.156,8.51,6.332,1.102,3.307,4.3,3.965,0.3037,1.414,4.754,2.783,0.816,23.61,34.9,30.8,2.838,218.4,253.8,234.2,10.086,186.5,274.0,230.4,23.69,176.9,239.9,210.6,16.08,159.8,227.0,192.8,18.02,50.06,65.4,60.03,3.848,32.06,43.28,36.75,3.158,11.69,14.52,12.98,0.8057,2014
0.00788566876125,Ahuacatlán,MX21006,22.12,23.69,23.0,0.6206,9.016,13.76,11.61,1.704,17.86,35.8,29.3,6.984,50.28,59.53,55.62,3.506,86.75,129.9,109.4,17.36,250.6,358.5,311.0,39.56,184.9,229.4,199.8,17.33,93.44,168.4,133.5,28.72,502.2,634.5,571.0,49.5,182.2,230.9,203.4,17.73,105.4,133.8,114.1,11.61,23.92,41.4,35.06,6.984,2014
0.0742332015249,Ahuacuotzingo,MX12002,5.78,13.875,9.64,2.469,0.734,1.564,1.1455,0.2255,1.107,2.254,1.704,0.3198,5.36,10.53,7.566,1.207,108.75,207.1,154.0,21.95,164.5,234.0,199.0,18.33,141.4,269.2,201.8,34.3,171.1,250.2,204.4,16.64,258.0,390.0,308.8,35.4,82.0,150.1,109.5,16.58,5.56,20.64,12.06,4.895,2.63,7.56,4.7,1.165,2014
0.0680299196417,Ahualulco,MX24001,7.984,10.766,9.05,0.7524,4.28,5.81,5.16,0.379,3.05,4.35,3.57,0.4124,7.67,14.45,11.15,1.53,28.44,41.03,35.28,3.326,93.6,151.9,123.25,18.38,56.1,69.75,62.3,3.305,37.38,51.6,44.5,3.639,92.6,113.94,105.44,4.56,20.42,24.73,22.56,1.08,18.81,24.98,22.05,1.605,10.78,14.984,12.46,1.358,2014
0.0237572286024,Ahualulco de Mercado,MX14003,6.35,13.49,10.71,1.888,0.988,3.477,2.49,0.7964,2.742,4.457,3.795,0.5654,7.04,7.523,7.25,0.1646,49.1,73.94,58.53,8.164,258.8,307.8,281.8,18.2,195.0,227.8,219.8,9.04,177.0,249.6,199.1,24.84,158.5,266.2,198.8,32.88,53.28,67.44,59.7,4.73,30.11,55.97,41.94,9.51,13.53,20.86,16.73,2.855,2014
0.0158368627699,Ahuatlán,MX21007,6.47,7.918,7.184,0.5947,0.9946,1.144,1.058,0.05185,1.48,2.242,1.913,0.2646,17.12,20.3,18.56,1.016,131.4,136.2,133.4,1.765,272.5,323.0,299.5,16.6,87.7,109.6,97.56,8.48,137.9,163.2,149.2,10.25,216.9,260.0,233.5,15.305,85.1,114.56,103.44,10.875,10.98,19.3,14.17,2.979,4.785,9.68,6.695,1.644,2014
0.00524468637883,Ahuazotepec,MX21008,20.52,20.52,20.52,0.0,11.09,11.09,11.09,0.0,26.95,26.95,26.95,0.0,61.97,61.97,61.97,0.0,136.4,136.4,136.4,0.0,237.9,237.9,237.9,0.0,177.5,177.5,177.5,0.0,139.0,139.0,139.0,0.0,336.5,336.5,336.5,0.0,169.0,169.0,169.0,0.0,60.72,60.72,60.72,0.0,30.02,30.02,30.02,0.0,2014
0.00617188134819,Ahuehuetitla,MX21009,5.453,8.88,7.023,1.415,1.878,5.688,3.81,1.555,4.52,7.332,6.09,1.172,22.75,29.17,25.47,2.713,153.0,205.9,178.5,21.61,319.8,414.5,358.8,40.56,110.6,157.4,131.8,19.36,140.0,187.5,156.9,21.75,217.0,289.8,243.9,32.6,82.1,99.6,89.56,7.375,13.26,27.42,19.94,5.81,3.762,9.1,5.992,2.264,2014
1.58813381641,Ahumada,MX08001,4.83,28.89,9.46,2.693,3.992,15.43,7.14,1.319,4.04,16.3,6.54,1.305,3.31,9.6,6.42,0.9067,1.692,8.4,4.33,1.04,10.3,38.28,19.66,7.05,49.6,184.5,70.5,17.89,53.25,179.0,95.8,18.69,33.56,111.8,62.38,16.98,15.26,28.05,19.92,2.195,6.652,18.23,10.6,1.932,4.41,24.95,10.78,2.09,2014
0.0206449553528,Ajacuba,MX13005,6.098,9.54,7.895,1.28,2.377,4.08,3.604,0.537,8.09,12.45,10.234,1.041,28.84,38.25,34.75,2.604,71.0,89.6,82.6,5.727,99.0,144.1,123.8,14.555,70.44,116.94,100.56,12.9,63.97,92.75,81.94,7.9,108.4,153.6,135.0,13.76,49.6,74.44,61.66,7.035,8.43,20.5,12.48,3.004,8.12,12.5,10.16,1.188,2014
0.0336822476622,Ajalpan,MX21010,4.227,28.81,14.7,8.64,2.77,21.25,10.48,6.348,2.008,7.75,4.594,1.923,11.57,41.88,24.16,11.016,113.0,220.8,160.9,35.94,159.8,430.2,265.5,99.06,65.25,261.2,135.8,66.94,83.3,248.5,149.4,60.84,141.9,406.2,249.9,97.06,71.0,229.0,129.1,54.06,6.887,144.0,50.78,44.88,7.805,69.1,29.8,22.47,2014
0.170078140338,Ajuchitlán del Progreso,MX12003,6.496,15.29,9.75,2.709,0.8115,3.188,1.637,0.529,2.816,4.945,3.545,0.5547,2.127,6.758,4.145,1.3,73.75,148.9,104.7,18.05,248.1,408.0,319.5,38.56,239.0,311.5,273.2,17.86,206.9,347.8,267.2,36.9,293.8,668.0,502.5,115.2,104.94,144.4,126.0,7.54,5.53,66.75,28.58,17.33,4.38,16.92,9.87,3.691,2014
0.00661049998213,Akil,MX31003,31.34,31.52,31.42,0.08167,20.16,21.06,20.61,0.4539,37.62,38.9,38.28,0.629,13.414,16.39,14.9,1.482,93.9,107.56,100.75,6.863,158.9,174.9,166.9,8.03,97.3,103.06,100.2,2.857,152.0,159.8,155.9,3.88,186.9,193.2,190.0,3.227,207.0,221.0,214.0,7.016,38.38,42.34,40.38,1.985,31.33,38.22,34.78,3.44,2014
0.110499131026,Álamo Temapache,MX30160,19.6,27.97,24.03,2.213,8.14,15.03,10.29,1.828,18.52,32.62,24.97,3.36,25.62,49.88,35.25,6.086,99.94,142.2,116.3,11.4,207.4,312.2,238.1,26.1,87.94,177.2,113.2,18.77,78.1,158.9,100.1,16.73,365.8,514.0,429.8,35.44,180.4,293.8,232.6,35.0,45.5,76.8,57.12,7.594,31.94,56.53,40.72,5.41,2014
0.584277127652,Alamos,MX26003,7.836,42.0,24.1,7.344,4.586,16.3,9.086,1.91,4.277,23.28,12.18,3.412,1.233,8.91,4.25,1.655,1.018,5.383,2.365,0.8228,7.06,62.56,27.31,14.64,128.4,254.0,204.5,30.81,118.0,208.4,168.6,23.38,76.4,129.5,107.1,9.6,13.195,33.2,22.2,2.676,7.215,25.42,14.23,2.754,13.42,40.5,26.75,5.465,2014
