Shape_Area,ADM2_ES,ADM2_PCODE,min_prec_2009_01,max_prec_2009_01,mean_prec_2009_01,std_prec_2009_01,min_prec_2009_02,max_prec_2009_02,mean_prec_2009_02,std_prec_2009_02,min_prec_2009_03,max_prec_2009_03,mean_prec_2009_03,std_prec_2009_03,min_prec_2009_04,max_prec_2009_04,mean_prec_2009_04,std_prec_2009_04,min_prec_2009_05,max_prec_2009_05,mean_prec_2009_05,std_prec_2009_05,min_prec_2009_06,max_prec_2009_06,mean_prec_2009_06,std_prec_2009_06,min_prec_2009_07,max_prec_2009_07,mean_prec_2009_07,std_prec_2009_07,min_prec_2009_08,max_prec_2009_08,mean_prec_2009_08,std_prec_2009_08,min_prec_2009_09,max_prec_2009_09,mean_prec_2009_09,std_prec_2009_09,min_prec_2009_10,max_prec_2009_10,mean_prec_2009_10,std_prec_2009_10,min_prec_2009_11,max_prec_2009_11,mean_prec_2009_11,std_prec_2009_11,min_prec_2009_12,max_prec_2009_12,mean_prec_2009_12,std_prec_2009_12,year
0.00321706264043,San Juan Yaeé,MX20222,18.38,18.38,18.38,0.0,23.06,23.06,23.06,0.0,14.66,14.66,14.66,0.0,64.8,64.8,64.8,0.0,120.8,120.8,120.8,0.0,251.0,251.0,251.0,0.0,261.2,261.2,261.2,0.0,270.8,270.8,270.8,0.0,554.5,554.5,554.5,0.0,179.2,179.2,179.2,0.0,52.8,52.8,52.8,0.0,39.72,39.72,39.72,0.0,2009
0.00247546581667,San Juan Yatzona,MX20223,17.28,17.28,17.28,0.0,22.05,22.05,22.05,0.0,16.1,16.1,16.1,0.0,72.8,72.8,72.8,0.0,115.3,115.3,115.3,0.0,277.5,277.5,277.5,0.0,262.2,262.2,262.2,0.0,283.8,283.8,283.8,0.0,501.5,501.5,501.5,0.0,161.5,161.5,161.5,0.0,45.4,45.4,45.4,0.0,38.25,38.25,38.25,0.0,2009
0.00199022482174,San Juan Yucuita,MX20224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0168937033277,San Juanito de Escobedo,MX14007,4.566,5.945,5.324,0.4346,1.261,2.674,1.8955,0.4392,3.535,4.902,4.18,0.524,5.38,5.934,5.71,0.1791,16.14,30.03,23.25,4.727,197.2,216.5,204.4,7.715,226.4,233.8,228.9,2.328,178.6,214.9,192.8,11.35,180.0,253.5,205.0,24.33,43.9,50.38,47.2,2.15,5.15,6.863,5.746,0.6367,13.805,17.7,15.38,1.587,2009
0.0227546370337,San Julián,MX14074,5.652,10.1,8.05,1.963,2.582,3.846,3.076,0.4475,3.512,4.35,3.955,0.337,4.363,5.47,4.85,0.4128,32.28,43.22,37.9,3.123,149.8,172.1,156.2,6.52,104.06,119.56,109.56,4.074,133.0,150.9,138.1,5.258,139.0,172.4,157.2,9.37,39.7,46.7,43.47,2.457,5.266,5.92,5.594,0.1991,6.734,8.07,7.26,0.4077,2009
0.00495658270217,San Lorenzo,MX20225,9.4,9.4,9.4,0.0,1.856,1.856,1.856,0.0,7.008,7.008,7.008,0.0,3.037,3.037,3.037,0.0,92.7,92.7,92.7,0.0,223.6,223.6,223.6,0.0,228.4,228.4,228.4,0.0,251.6,251.6,251.6,0.0,244.0,244.0,244.0,0.0,247.9,247.9,247.9,0.0,26.27,26.27,26.27,0.0,3.078,3.078,3.078,0.0,2009
0.0114006459272,San Lorenzo Albarradas,MX20226,5.15,6.914,5.86,0.589,6.395,9.19,7.387,1.127,2.879,5.895,4.42,1.133,26.08,29.22,27.4,1.215,79.8,104.6,87.7,9.266,130.2,143.0,137.2,5.13,88.25,103.44,98.2,5.49,60.3,73.2,69.3,4.777,177.0,204.8,195.1,9.59,52.53,67.0,62.62,5.344,14.07,16.7,15.016,0.898,10.17,11.68,11.05,0.573,2009
0.000386263827298,San Lorenzo Axocomanitla,MX29054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00234395709821,San Lorenzo Cacaotepec,MX20227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.000783515225417,San Lorenzo Cuaunecuiltitla,MX20228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0116299467641,San Lorenzo Texmelúcan,MX20229,8.26,12.586,9.664,1.743,3.035,5.277,3.838,0.858,3.01,4.18,3.666,0.4736,24.47,31.45,27.22,2.623,136.4,185.0,153.6,18.9,222.0,251.1,239.0,10.97,174.9,241.2,201.6,24.52,225.5,275.8,247.8,19.3,213.8,296.5,245.6,31.98,126.25,143.6,136.9,6.562,13.23,24.66,17.81,4.39,6.125,12.69,9.24,2.393,2009
